"","username","degree","indegree","outdegree","closeness","betweenness","hub","authority","clusterCoefficient","egenvector.centrality","page.rank"
"927","AlexBajista","0.00000","0.00000","0.0033","0.083","0.0000","3.6e-05","7.0e-20","0.0e+00","2.2e-05","1.1e-19"
"928","sole_10","0.00029","0.00000","0.0065","0.166","0.0000","4.0e-05","3.1e-18","0.0e+00","2.5e-05","1.1e-19"
"929","danieltabilo","0.00029","0.00000","0.0065","0.083","0.0000","2.2e-06","3.1e-18","0.0e+00","1.5e-06","1.1e-19"
"930","FaunaAustralis","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"931","sanfeliu","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"932","titilane","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"933","mariobaloo","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"935","gonzosalazar","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"936","paulatobar","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"938","elyarostica","0.00000","0.00000","0.0033","0.083","0.0000","3.6e-05","7.0e-20","0.0e+00","2.2e-05","1.1e-19"
"939","ERebolledoSuazo","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"940","SrJano","0.00059","0.00000","0.0098","0.083","0.0000","1.4e-05","5.5e-18","0.0e+00","8.5e-06","1.1e-19"
"941","Galdar","0.00059","0.00000","0.0098","0.166","0.0000","1.5e-05","5.5e-18","0.0e+00","9.3e-06","1.1e-19"
"942","paulfontaineb","0.00000","0.00000","0.0033","0.083","0.0000","1.0e-05","7.0e-20","0.0e+00","6.4e-06","1.1e-19"
"943","cbeckdorf","0.00000","0.00000","0.0033","0.083","0.0000","0.0e+00","7.0e-20","0.0e+00","2.4e-20","1.1e-19"
"944","VeraPipo","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"945","ppalmas","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"946","MattNP","0.00029","0.00000","0.0065","0.083","0.0000","2.7e-09","3.1e-18","0.0e+00","1.6e-09","1.1e-19"
"947","Sr_Adi","0.00176","0.00000","0.0229","0.083","0.0000","9.5e-09","1.7e-17","0.0e+00","5.6e-09","1.1e-19"
"948","bel_ateo","0.00029","0.00000","0.0065","0.083","0.0000","1.7e-06","3.1e-18","0.0e+00","1.0e-06","1.1e-19"
"949","m_e_sotomayor","0.00000","0.00000","0.0033","0.083","0.0000","3.6e-05","7.0e-20","0.0e+00","2.2e-05","1.1e-19"
"950","SIBUVAL","0.00000","0.00000","0.0033","0.083","0.0000","3.6e-05","7.0e-20","0.0e+00","2.2e-05","1.1e-19"
"951","nicolopezp","0.00029","0.00000","0.0065","0.083","0.0000","1.8e-06","3.1e-18","0.0e+00","1.1e-06","1.1e-19"
"952","carilemu","0.00029","0.00000","0.0065","0.083","0.0000","1.8e-06","3.1e-18","0.0e+00","1.1e-06","1.1e-19"
"953","AguanteChileVal","0.00029","0.00000","0.0065","0.083","0.0000","1.8e-06","3.1e-18","0.0e+00","1.1e-06","1.1e-19"
"954","ja_troncoso","0.00176","0.00000","0.0229","0.416","0.0000","1.4e-02","1.7e-17","4.8e-02","9.4e-03","1.1e-19"
"955","pablmoya","0.00029","0.00000","0.0065","0.083","0.0000","1.7e-06","3.1e-18","0.0e+00","1.0e-06","1.1e-19"
"956","rramirezdonders","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"957","Martelafuente","0.00000","0.00000","0.0033","0.083","0.0000","1.4e-09","7.0e-20","0.0e+00","7.9e-10","1.1e-19"
"958","LuchoGatica","0.00000","0.00000","0.0033","0.083","0.0000","8.7e-07","7.0e-20","0.0e+00","5.2e-07","1.1e-19"
"959","miguebastardo","0.00000","0.00000","0.0033","0.083","0.0000","0.0e+00","7.0e-20","0.0e+00","7.6e-20","1.1e-19"
"960","love_colours","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"961","doppelpolig","0.00029","0.00000","0.0065","0.166","0.0000","1.5e-05","3.1e-18","0.0e+00","9.3e-06","1.1e-19"
"962","gsusruiz","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"963","jicontardo","0.00000","0.00000","0.0033","0.083","0.0000","1.4e-09","7.0e-20","0.0e+00","7.9e-10","1.1e-19"
"965","el_pe","0.00088","0.00000","0.0131","0.083","0.0000","3.6e-06","9.1e-18","0.0e+00","2.3e-06","1.1e-19"
"966","revolutionseryo","0.00029","0.00000","0.0065","0.083","0.0000","1.7e-06","3.1e-18","0.0e+00","1.0e-06","1.1e-19"
"967","pilarcases","0.00235","0.00000","0.0294","0.083","0.0000","5.0e-05","2.3e-17","0.0e+00","3.3e-05","1.1e-19"
"969","vbascur","0.01115","0.00000","0.1275","0.166","0.0000","4.1e-04","1.1e-16","0.0e+00","2.7e-04","1.1e-19"
"970","mariosaibo","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"971","Chikiturris","0.00059","0.00000","0.0098","0.083","0.0000","3.3e-05","5.5e-18","0.0e+00","2.2e-05","1.1e-19"
"972","pablillocea","0.00059","0.00000","0.0098","0.083","0.0000","3.3e-05","5.5e-18","0.0e+00","2.2e-05","1.1e-19"
"973","caalexudec","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"974","vanOcares","0.00029","0.00000","0.0065","0.083","0.0000","2.2e-05","3.1e-18","0.0e+00","1.4e-05","1.1e-19"
"975","rschlec","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"976","astrolabico","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"977","Dduartea","0.00000","0.00000","0.0033","0.083","0.0000","1.4e-09","7.0e-20","0.0e+00","7.9e-10","1.1e-19"
"978","AbigailFarias","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-08","7.0e-20","0.0e+00","6.1e-09","1.1e-19"
"979","ArielReyesR","0.00000","0.00000","0.0033","0.083","0.0000","1.2e-10","7.0e-20","0.0e+00","6.2e-11","1.1e-19"
"980","Fenanov","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"981","fportales","0.00029","0.00000","0.0065","0.083","0.0000","2.2e-05","3.1e-18","0.0e+00","1.4e-05","1.1e-19"
"982","hectorveloso","0.00088","0.00000","0.0131","0.083","0.0000","4.4e-05","9.1e-18","0.0e+00","2.9e-05","1.1e-19"
"983","NikittaSciuto","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"985","egyware","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"987","sin_tacos","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"988","cainf","0.00088","0.00000","0.0131","0.083","0.0000","4.4e-05","9.1e-18","0.0e+00","2.9e-05","1.1e-19"
"989","marxxxo","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"991","davidruizp","0.00059","0.00000","0.0098","0.083","0.0000","3.3e-05","5.5e-18","0.0e+00","2.2e-05","1.1e-19"
"992","tiaremabelle","0.00059","0.00000","0.0098","0.083","0.0000","3.3e-05","5.5e-18","0.0e+00","2.2e-05","1.1e-19"
"993","pamevallejosc","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"994","NataAburto","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"996","naydii_sofii","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"997","mayfdz","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"998","jcrucesv","0.00029","0.00000","0.0065","0.083","0.0000","2.2e-05","3.1e-18","0.0e+00","1.4e-05","1.1e-19"
"999","MichelleNico","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"1000","Arpellot","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"1001","PauliJeldes","0.00029","0.00000","0.0065","0.083","0.0000","2.2e-05","3.1e-18","0.0e+00","1.4e-05","1.1e-19"
"1002","Monocromatic0","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"1003","aryasophie","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"1004","PabloteZambrano","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"1005","cfllm89","0.00059","0.00000","0.0098","0.083","0.0000","3.3e-05","5.5e-18","0.0e+00","2.2e-05","1.1e-19"
"1006","kathyzenteno","0.00029","0.00000","0.0065","0.083","0.0000","2.2e-05","3.1e-18","0.0e+00","1.4e-05","1.1e-19"
"1007","gonzamu","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"1008","oscardosque","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"1009","fec_udec","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"1010","j_bravo_a","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"1011","kathrocha","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"1012","coordinachile","0.00470","0.00000","0.0556","0.249","0.0000","3.6e-02","4.4e-17","0.0e+00","2.5e-02","1.1e-19"
"1013","rockatto_com","0.00440","0.00000","0.0523","0.249","0.0000","5.0e-02","4.5e-17","8.3e-03","3.4e-02","1.1e-19"
"1014","d_errazuriz","0.00000","0.00000","0.0033","0.083","0.0000","3.6e-05","7.0e-20","0.0e+00","2.2e-05","1.1e-19"
"1015","Ciza_","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"1016","hernanzdc","0.00000","0.00000","0.0033","0.083","0.0000","1.4e-09","7.0e-20","0.0e+00","7.9e-10","1.1e-19"
"1017","jmcasanueva","0.00029","0.00000","0.0065","0.083","0.0000","2.2e-08","3.1e-18","0.0e+00","1.2e-08","1.1e-19"
"1018","danifrass","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"1019","kmilinke","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"1020","Nano_Yas","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"1021","osalvatori","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"1022","rebajascl","0.00059","0.00000","0.0098","0.083","0.0000","4.1e-09","5.5e-18","0.0e+00","2.4e-09","1.1e-19"
"1023","POppaROa","0.00000","0.00000","0.0033","0.083","0.0000","1.4e-09","7.0e-20","0.0e+00","7.9e-10","1.1e-19"
"1024","modulares_cl","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"1025","solevargas","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-06","7.0e-20","0.0e+00","6.3e-07","1.1e-19"
"1026","Patty_C_F","0.00029","0.00000","0.0065","0.083","0.0000","2.7e-09","3.1e-18","0.0e+00","1.6e-09","1.1e-19"
"1027","MousseDeManjar","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"1028","ReiCaceres","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"1029","kuarola","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"1030","Akassia","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"1031","Marcela_mnmf","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"1032","curaoqueo","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"1033","josee_xc","0.00059","0.00000","0.0098","0.166","0.0000","3.2e-05","5.5e-18","0.0e+00","1.9e-05","1.1e-19"
"1034","pablo_zuniga","0.00176","0.00000","0.0229","0.166","0.0000","7.4e-05","1.7e-17","0.0e+00","4.4e-05","1.1e-19"
"1036","pablorebolledo","0.00088","0.00000","0.0131","0.083","0.0000","2.2e-05","9.1e-18","0.0e+00","1.5e-05","1.1e-19"
"1037","alejopg","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"1038","danilonunez","0.00088","0.00000","0.0131","0.083","0.0000","2.2e-05","9.1e-18","0.0e+00","1.5e-05","1.1e-19"
"1039","Educacion2020","0.00000","0.00000","0.0033","0.083","0.0000","5.5e-06","7.0e-20","0.0e+00","3.6e-06","1.1e-19"
"1040","Fastenglish_scl","0.00000","0.00000","0.0033","0.083","0.0000","5.5e-06","7.0e-20","0.0e+00","3.6e-06","1.1e-19"
"1041","EvFritz","0.00000","0.00000","0.0033","0.083","0.0000","5.5e-06","7.0e-20","0.0e+00","3.6e-06","1.1e-19"
"1042","camipimentelr","0.00088","0.00000","0.0131","0.083","0.0000","1.4e-05","9.1e-18","0.0e+00","8.4e-06","1.1e-19"
"1044","volt_uchiha","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"1045","camivicencioc","0.00029","0.00000","0.0065","0.166","0.0000","2.1e-05","3.1e-18","0.0e+00","1.3e-05","1.1e-19"
"1046","rodrigomorales_","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"1047","franborvaran","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"1048","Eldiariodiseno","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"1049","frvelizfadic","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"1050","palmendras","0.00000","0.00000","0.0033","0.083","0.0000","1.4e-09","7.0e-20","0.0e+00","7.9e-10","1.1e-19"
"1051","VictorLabra","0.00029","0.00000","0.0065","0.083","0.0000","2.7e-09","3.1e-18","0.0e+00","1.6e-09","1.1e-19"
"1052","_kadian","0.00059","0.00000","0.0098","0.083","0.0000","4.1e-09","5.5e-18","0.0e+00","2.4e-09","1.1e-19"
"1053","Diegorodi","0.00029","0.00000","0.0065","0.083","0.0000","2.7e-09","3.1e-18","0.0e+00","1.6e-09","1.1e-19"
"1054","ibugueno","0.00205","0.00000","0.0261","0.249","0.0000","4.6e-03","2.1e-17","0.0e+00","3.2e-03","1.1e-19"
"1055","kikealvarrez","0.00205","0.00000","0.0261","0.083","0.0000","1.1e-08","2.1e-17","0.0e+00","6.4e-09","1.1e-19"
"1057","kenolais","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"1058","frapaor","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"1059","KarlaEnAccion","0.00059","0.00000","0.0098","0.083","0.0000","1.7e-05","5.5e-18","0.0e+00","1.1e-05","1.1e-19"
"1060","JP_r","0.00176","0.00000","0.0229","0.083","0.0000","3.9e-05","1.7e-17","0.0e+00","2.5e-05","1.1e-19"
"1061","CamiEsponja","0.00000","0.00000","0.0033","0.083","0.0000","1.4e-09","7.0e-20","0.0e+00","7.9e-10","1.1e-19"
"1062","MLKtoSCL","0.00029","0.00000","0.0065","0.166","0.0000","4.6e-06","3.1e-18","0.0e+00","2.8e-06","1.1e-19"
"1063","jaime_guerra","0.00000","0.00000","0.0033","0.083","0.0000","1.4e-09","7.0e-20","0.0e+00","7.9e-10","1.1e-19"
"1064","sergio_correa","0.00000","0.00000","0.0033","0.083","0.0000","5.5e-06","7.0e-20","0.0e+00","3.6e-06","1.1e-19"
"1065","JEBerner","0.02201","0.00000","0.2484","0.833","0.0000","1.9e-01","2.1e-16","2.8e-03","1.5e-01","1.1e-19"
"1066","Igra_ine","0.00000","0.00000","0.0033","0.083","0.0000","3.6e-06","7.0e-20","0.0e+00","2.1e-06","1.1e-19"
"1067","SNsCafe","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"1068","jmbelmar","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"1069","Ricardo_Tolosa","0.00352","0.00000","0.0425","0.083","0.0000","5.9e-02","3.3e-17","0.0e+00","4.0e-02","1.1e-19"
"1070","biobio","0.00088","0.00000","0.0131","0.249","0.0000","1.4e-05","9.1e-18","0.0e+00","8.6e-06","1.1e-19"
"1071","efevalenzuela","0.00029","0.00000","0.0065","0.083","0.0000","2.7e-09","3.1e-18","0.0e+00","1.6e-09","1.1e-19"
"1072","nicomenesesc","0.00059","0.00000","0.0098","0.083","0.0000","4.1e-09","5.5e-18","0.0e+00","2.4e-09","1.1e-19"
"1073","TomoeLi","0.00059","0.00000","0.0098","0.083","0.0000","1.4e-05","5.5e-18","0.0e+00","8.5e-06","1.1e-19"
"1075","fmaldonadog","0.00587","0.00000","0.0686","0.083","0.0000","2.4e-05","5.9e-17","0.0e+00","1.8e-05","1.1e-19"
"1076","chillylilly25","0.00411","0.00000","0.0490","0.083","0.0000","2.0e-08","4.0e-17","0.0e+00","1.2e-08","1.1e-19"
"1077","twishort_inform","0.00000","0.00000","0.0033","0.083","0.0000","1.4e-09","7.0e-20","0.0e+00","7.9e-10","1.1e-19"
"1078","julioriobueno","0.00029","0.00000","0.0065","0.083","0.0000","2.0e-05","3.1e-18","0.0e+00","1.3e-05","1.1e-19"
"1080","Mar_celix","0.00088","0.00000","0.0131","0.083","0.0000","1.8e-05","9.1e-18","0.0e+00","1.1e-05","1.1e-19"
"1081","Nelissh","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"1082","linken","0.00176","0.00000","0.0229","0.249","0.0000","6.8e-05","1.7e-17","0.0e+00","4.1e-05","1.1e-19"
"1083","Wamyla","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"1085","psicogaby","0.00176","0.00000","0.0229","0.083","0.0000","3.2e-05","1.7e-17","0.0e+00","2.0e-05","1.1e-19"
"1086","BuscandoaValita","0.00088","0.00000","0.0131","0.166","0.0000","6.8e-05","9.1e-18","1.7e-01","4.1e-05","1.1e-19"
"1087","ohboyseex","0.00029","0.00000","0.0065","0.083","0.0000","1.7e-06","3.1e-18","0.0e+00","1.0e-06","1.1e-19"
"1088","JECarmach","0.00147","0.00000","0.0196","0.582","0.0000","2.0e-02","1.4e-17","6.7e-02","1.4e-02","1.1e-19"
"1089","Jfco19","0.00000","0.00000","0.0033","0.083","0.0000","3.6e-06","7.0e-20","0.0e+00","2.1e-06","1.1e-19"
"1090","victor__moreira","0.00000","0.00000","0.0033","0.083","0.0000","3.6e-06","7.0e-20","0.0e+00","2.1e-06","1.1e-19"
"1091","FranciscoYira_","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"1092","aravenapm","0.00176","0.00000","0.0229","0.083","0.0000","3.2e-05","1.7e-17","0.0e+00","2.0e-05","1.1e-19"
"1093","firxae","0.00000","0.00000","0.0033","0.083","0.0000","1.4e-09","7.0e-20","0.0e+00","7.9e-10","1.1e-19"
"1094","nikicita","0.00059","0.00000","0.0098","0.083","0.0000","4.1e-09","5.5e-18","0.0e+00","2.4e-09","1.1e-19"
"1095","XcinOH","0.00235","0.00000","0.0294","0.166","0.0000","1.9e-04","2.3e-17","0.0e+00","1.2e-04","1.1e-19"
"1096","NicoFigueroa","0.00440","0.00000","0.0523","0.582","0.0000","3.9e-02","4.5e-17","2.5e-02","3.5e-02","1.1e-19"
"1097","Edison_scl","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"1098","CamilaUrizar","0.00059","0.00000","0.0098","0.166","0.0000","7.3e-05","5.5e-18","0.0e+00","4.5e-05","1.1e-19"
"1099","vickoka","0.00411","0.00000","0.0490","0.083","0.0000","1.3e-05","4.0e-17","0.0e+00","7.8e-06","1.1e-19"
"1100","Nicolas_Mallea","0.00088","0.00000","0.0131","0.166","0.0000","7.4e-05","9.1e-18","0.0e+00","4.6e-05","1.1e-19"
"1101","valesalgado","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"1102","mquiero","0.00029","0.00000","0.0065","0.166","0.0000","1.1e-05","3.1e-18","0.0e+00","7.2e-06","1.1e-19"
"1103","diegocordovac","0.00029","0.00000","0.0065","0.083","0.0000","2.2e-05","3.1e-18","0.0e+00","1.4e-05","1.1e-19"
"1104","DTapiav","0.01585","0.00000","0.1797","0.083","0.0000","6.0e-07","1.5e-16","0.0e+00","3.4e-07","1.1e-19"
"1105","emailbot","0.00000","0.00000","0.0033","0.083","0.0000","8.7e-07","7.0e-20","0.0e+00","5.2e-07","1.1e-19"
"1106","VegSabeMejor","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-06","7.0e-20","0.0e+00","8.4e-07","1.1e-19"
"1107","facck69","0.00059","0.00000","0.0098","0.083","0.0000","3.3e-05","5.5e-18","0.0e+00","2.2e-05","1.1e-19"
"1108","Yohirox","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"1109","abernales","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"1110","macielandrea","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-06","7.0e-20","0.0e+00","8.4e-07","1.1e-19"
"1111","Glorits","0.00147","0.00000","0.0196","0.083","0.0000","2.8e-05","1.4e-17","0.0e+00","1.7e-05","1.1e-19"
"1112","DesdeNoemi","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"1114","diegogroovie","0.00059","0.00000","0.0098","0.083","0.0000","1.4e-02","5.5e-18","0.0e+00","9.3e-03","1.1e-19"
"1115","jose_moya_m","0.00000","0.00000","0.0033","0.083","0.0000","1.4e-09","7.0e-20","0.0e+00","7.9e-10","1.1e-19"
"1116","alexisnmore","0.00000","0.00000","0.0033","0.083","0.0000","1.4e-09","7.0e-20","0.0e+00","7.9e-10","1.1e-19"
"1117","cronopioaustral","0.00000","0.00000","0.0033","0.083","0.0000","1.0e-05","7.0e-20","0.0e+00","6.4e-06","1.1e-19"
"1118","Pinpolluela","0.00029","0.00000","0.0065","0.083","0.0000","2.2e-08","3.1e-18","0.0e+00","1.2e-08","1.1e-19"
"1119","Ji_Gutierrez","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-08","7.0e-20","0.0e+00","6.1e-09","1.1e-19"
"1120","expolilla","0.00029","0.00000","0.0065","0.083","0.0000","1.7e-06","3.1e-18","0.0e+00","1.0e-06","1.1e-19"
"1121","culturalibre_cl","0.00000","0.00000","0.0033","0.083","0.0000","8.7e-07","7.0e-20","0.0e+00","5.2e-07","1.1e-19"
"1122","patricioberrios","0.00000","0.00000","0.0033","0.083","0.0000","5.5e-06","7.0e-20","0.0e+00","3.6e-06","1.1e-19"
"1123","dmanoucheri","0.00088","0.00000","0.0131","0.083","0.0000","2.2e-05","9.1e-18","0.0e+00","1.5e-05","1.1e-19"
"1124","candy_voodoo","0.00147","0.00000","0.0196","0.083","0.0000","6.5e-05","1.4e-17","0.0e+00","4.3e-05","1.1e-19"
"1125","pestradae","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"1126","igarstman","0.00029","0.00000","0.0065","0.083","0.0000","2.2e-05","3.1e-18","0.0e+00","1.4e-05","1.1e-19"
"1127","elconcecuente","0.00176","0.00000","0.0229","0.166","0.0000","6.5e-05","1.7e-17","0.0e+00","4.3e-05","1.1e-19"
"1128","belenuc","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"1130","pameriverav","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"1131","GiorgioJackson","0.03317","0.00000","0.3725","0.666","0.0000","4.3e-01","3.2e-16","1.1e-03","3.2e-01","1.1e-19"
"1132","tjholt","0.00147","0.00000","0.0196","0.666","0.0000","1.5e-02","1.4e-17","6.7e-02","1.3e-02","1.1e-19"
"1133","Juan__Fra","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"1134","rodrigofrey","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
